philosophy:0,prose_miscellaneous_or_letters_or_technical_treatise_or_oratory_or_history:1
grc/plutarch.comparison_of_sertorius_and_eumenes.tess,1
grc/plutarch.comparison_of_solon_and_publicola.tess,1
grc/plutarch.comparison_of_theseus_and_romulus.tess,1
grc/plutarch.comparison_of_timoleon_and_aemilius.tess,1
grc/plutarch.conjugalia_praecepta.tess,0
grc/plutarch.consolatio_ad_apollonium.tess,0
grc/plutarch.consolatio_ad_uxorem.tess,0
grc/plutarch.crassus.tess,1
grc/plutarch.de_alexandri_magni_fortuna_aut_virtute.tess,0
grc/plutarch.de_amicorum_multitudine.tess,0
grc/plutarch.de_amore_prolis.tess,0
grc/plutarch.de_animae_procreatione_in_timaeo.tess,0
grc/plutarch.de_capienda_ex_inimicis_utilitate.tess,0
grc/plutarch.de_cohibenda_ira.tess,0
grc/plutarch.de_communibus_notitiis_adversus_stoicos.tess,0
grc/plutarch.de_cupiditate_divitiarum.tess,0
grc/plutarch.de_curiositate.tess,0
grc/plutarch.de_defectu_oraculorum.tess,0
grc/plutarch.de_e_delphos.tess,0
grc/plutarch.de_esu_carnium.tess,1
grc/plutarch.de_esu_carnium_2.tess,1
grc/plutarch.de_exilio.tess,0
grc/plutarch.de_faciae_quae_in_orbe_lunae_apparet.tess,0
grc/plutarch.de_fato.tess,0
grc/plutarch.de_fortuna.tess,0
grc/plutarch.de_fortuna_romanorum.tess,0
grc/plutarch.de_fraterno_amore.tess,0
grc/plutarch.de_garrulitate.tess,0
grc/plutarch.de_genio_socratis.tess,0
grc/plutarch.de_gloria_atheniensium.tess,0
grc/plutarch.de_herodoti_malignitate.tess,0
grc/plutarch.de_invidia_et_odio.tess,0
grc/plutarch.de_iside_et_osiride.tess,0
grc/plutarch.de_liberis_educandis.tess,0
grc/plutarch.de_primo_frigido.tess,0
grc/plutarch.de_pythiae_oraculis.tess,0
grc/plutarch.de_recta_ratione_audiendi.tess,0
grc/plutarch.de_se_ipsum_citra_invidiam_laudando.tess,0
grc/plutarch.de_sera_numinis_vindicta.tess,0
grc/plutarch.de_sollertia_animalium.tess,0
grc/plutarch.de_stoicorum_repugnantis.tess,0
grc/plutarch.de_superstitione.tess,0
grc/plutarch.de_tranquilitate_animi.tess,0
grc/plutarch.demetrius.tess,1
grc/plutarch.epitome_argumenti_stoicos.tess,1
grc/plutarch.epitome_libri_de_animae_procreatione.tess,1
grc/plutarch.fabius_maximus.tess,1
grc/plutarch.galba.tess,1
grc/plutarch.instituta_laconica.tess,1
grc/plutarch.lacaenarum_apophthegmata.tess,1
grc/plutarch.lucullus.tess,1
grc/plutarch.lycurgus.tess,1
grc/plutarch.marcellus.tess,1
grc/plutarch.marcus_cato.tess,1
grc/plutarch.maxime_cum_princibus_philsopho_esse_diserendum.tess,0
grc/plutarch.mulierum_virtutes.tess,1
grc/plutarch.nicias.tess,1
grc/plutarch.non_posse_suaviter_vivi_secundum_epicurum.tess,0
grc/plutarch.numa.tess,1
grc/plutarch.otho.tess,1
grc/plutarch.parallela_minora.tess,1
grc/plutarch.pelopidas.tess,1
grc/plutarch.pericles.tess,1
grc/plutarch.philopoemen.tess,1
grc/plutarch.phocion.tess,1
grc/plutarch.platonicae_quaestiones.tess,1
grc/plutarch.pompey.tess,1
grc/plutarch.praecepta_gerendae_reipublicae.tess,1
grc/plutarch.publicola.tess,1
grc/plutarch.pyrrhus.tess,1
grc/plutarch.quaestiones_convivales.tess,1
grc/plutarch.quaestiones_graecae.tess,1
grc/plutarch.quaestiones_naturales.tess,1
grc/plutarch.quaestiones_romanae.tess,1
grc/plutarch.quomodo_adolescens_poetas_audire_debeat.tess,0
grc/plutarch.quomodo_adulator_ab_amico_internoscatur.tess,0
grc/plutarch.quomodo_quis_suos_in_virtute_sentiat_profectus.tess,0
grc/plutarch.regum_et_imperatorum_apophthegmata.tess,1
grc/plutarch.romulus.tess,1
grc/plutarch.septem_sapientium_convivium.tess,0
grc/plutarch.sertorius.tess,1
grc/plutarch.solon.tess,1
grc/plutarch.sulla.tess,1
grc/plutarch.themistocles.tess,1
grc/plutarch.theseus.tess,1
grc/plutarch.tiberius_gracchus.tess,1
grc/plutarch.timoleon.tess,1
grc/plutarch.titus_flamininus.tess,1
grc/plutarch.vitae_decem_oratorum.tess,1
grc/polybius.histories.tess,1
grc/pseudo_plutarch.de_musica.tess,0
grc/pseudo_plutarch.placita_philosophorum.tess,0
grc/strabo.geography.tess,1
grc/strabo.geography/strabo.geography.part.1.tess,1
grc/strabo.geography/strabo.geography.part.10.tess,1
grc/strabo.geography/strabo.geography.part.11.tess,1
grc/strabo.geography/strabo.geography.part.12.tess,1
grc/strabo.geography/strabo.geography.part.13.tess,1
grc/strabo.geography/strabo.geography.part.14.tess,1
grc/strabo.geography/strabo.geography.part.15.tess,1
grc/strabo.geography/strabo.geography.part.16.tess,1
grc/strabo.geography/strabo.geography.part.17.tess,1
grc/strabo.geography/strabo.geography.part.2.tess,1
grc/strabo.geography/strabo.geography.part.3.tess,1
grc/strabo.geography/strabo.geography.part.4.tess,1
grc/strabo.geography/strabo.geography.part.5.tess,1
grc/strabo.geography/strabo.geography.part.6.tess,1
grc/strabo.geography/strabo.geography.part.7.tess,1
grc/strabo.geography/strabo.geography.part.8.tess,1
grc/strabo.geography/strabo.geography.part.9.tess,1
grc/theophrastus.characters.tess,1
grc/thucydides.peleponnesian_war.tess,1
grc/thucydides.peleponnesian_war/thucydides.peleponnesian_war.part.1.tess,1
grc/thucydides.peleponnesian_war/thucydides.peleponnesian_war.part.2.tess,1
grc/thucydides.peleponnesian_war/thucydides.peleponnesian_war.part.3.tess,1
grc/thucydides.peleponnesian_war/thucydides.peleponnesian_war.part.4.tess,1
grc/thucydides.peleponnesian_war/thucydides.peleponnesian_war.part.5.tess,1
grc/thucydides.peleponnesian_war/thucydides.peleponnesian_war.part.6.tess,1
grc/thucydides.peleponnesian_war/thucydides.peleponnesian_war.part.7.tess,1
grc/thucydides.peleponnesian_war/thucydides.peleponnesian_war.part.8.tess,1
grc/xenophon.anabasis.tess,1
